acao,CAGR LUCROS 5 ANOS,CAGR RECEITAS 5 ANOS,DIVIDEND YIELD (DY),DÍVIDA BRUTA / PATRIMÔNIO,DÍVIDA LÍQUIDA / EBIT,DÍVIDA LÍQUIDA / EBITDA,EV/EBIT,EV/EBITDA,GIRO ATIVOS,LIQUIDEZ CORRENTE,LPA,MARGEM BRUTA,MARGEM EBIT,MARGEM EBITDA,MARGEM LÍQUIDA,P/ATIVO,P/ATIVO CIRC LIQ,P/CAP.GIRO,P/EBIT,P/EBITDA,P/L,P/RECEITA (PSR),P/VP,PASSIVOS / ATIVOS,PATRIMÔNIO / ATIVOS,PAYOUT,ROA,ROE,ROIC,VPA,ROIC_Atual,ROIC_2023
bauh4,13.8875,7.0625,0.3775,0.02755575,-2.0475,-1.0425,32.845,13.73,1.2825,1.165,2.6,22.5675,7.09,9.5175,7.322500000000001,3.1174999999999997,-5.609999999999999,17.3575,74.5025,31.61,-42.192499999999995,2.4425,5.1525,0.395,0.605,3.1975,10.530000000000001,16.82,7.4350000000000005,16.9375,4.99,4.99
baza3,31.96,3.3150000000000004,7.99,0.0,-2.2424999999999997,-2.4400000000000004,1.3699999999999999,2.3325,0.065,0.1425,10.2375,35.545,56.9925,18.36,31.514999999999997,0.0975,-0.11750000000000001,2.2,3.6125,4.775,5.800000000000001,1.6225,0.8425,0.8075000000000001,0.12,40.245000000000005,2.175,17.04,19.935,55.307500000000005,24.4,24.4
bbas3,11.015,-0.8799999999999999,7.095000000000001,0.0,0.0,0.0,9.1,8.865,0.085,21.78,7.012500000000001,26.43,11.3375,0.6425,12.964999999999998,0.0625,-0.09,1.02,9.1,8.865,6.052499999999998,0.7799999999999999,0.9325,2.8724999999999996,0.07250000000000001,36.5075,1.1275,15.6525,9.0,44.9175,19.6,19.6
bbdc3,3.2025,-1.8900000000000001,4.1775,0.0,0.0,0.0,23.3075,3.2375,0.0825,6.7725,1.8325,25.9625,13.124999999999998,1.4275,15.454999999999998,0.1475,-0.21499999999999997,1.66,22.092499999999998,3.0475,13.167499999999999,1.91,1.3775000000000002,0.8875,0.10250000000000001,70.7375,1.4499999999999997,11.745,5.67,15.7475,3.56,3.56
bbdc4,3.2025,-1.8900000000000001,4.08,0.0,0.0,0.0,23.3075,3.2375,0.0825,6.7725,1.8325,25.9625,13.124999999999998,1.4275,15.454999999999998,0.16,-0.235,1.8875,24.5275,3.4275,14.5175,2.125,1.5324999999999998,0.8875,0.10250000000000001,70.7375,1.4499999999999997,11.745,5.67,15.7475,3.56,3.56
bbrk3,0.0,-4.352500000000001,0.0,0.0,0.0,0.0,-3.7875,-9.2125,0.43500000000000005,0.6375000000000001,-0.605,49.222500000000004,-65.725,-55.66,-69.5275,1.015,-1.365,-0.46499999999999986,-3.7875,-9.2125,-3.6775,2.415,2.915,0.625,0.125,0.0,-37.555,-298.6675,-40.557500000000005,0.325,-1.71,0.0
bbse3,1.9825,0.0,6.029999999999999,0.0,-0.7875,0.0,9.1475,0.0,0.0,2.4099999999999997,2.5625,0.0,0.0,0.0,0.0,4.4475,-8.24,54.795,9.9375,0.0,12.102500000000001,0.0,9.555,0.3975,0.49,87.1925,36.735,80.17750000000001,74.73,3.3125,74.97,74.97
bdll3,0.0,-38.260000000000005,0.0,-1.66,-4.9975000000000005,-6.43,-5.48,-7.045,0.0375,0.7275,-34.6325,-65.345,-269.53,-243.3025,-174.9325,0.045000000000000005,-0.075,0.13749999999999998,-0.6124999999999999,-0.7825,-0.41750000000000004,1.1975,-0.23500000000000001,1.205,-0.20500000000000002,0.0,-7.675000000000001,-79.655,-136.96249999999998,-85.6225,1524.17,1731.15
bdll4,0.0,-38.260000000000005,0.0,-1.66,-4.9975000000000005,-6.43,-5.48,-7.045,0.0375,0.7275,-34.6325,-65.345,-269.53,-243.3025,-174.9325,0.025,-0.04,0.1075,-0.3975,-0.5125000000000001,-0.29750000000000004,0.6325000000000001,-0.11499999999999999,1.205,-0.20500000000000002,0.0,-7.675000000000001,-79.655,-136.96249999999998,-85.6225,1524.17,1731.15
beef3,6.2875,19.6075,4.365,6.057499999999999,3.9925,3.4,7.7875,6.632499999999999,1.3075,1.6825,0.81,18.685,8.287500000000001,9.7275,2.0025,0.4125,-1.1575,1.705,3.7975000000000003,3.2325,128.595,0.3175,1.2624999999999997,0.9724999999999999,0.02,47.107499999999995,2.5700000000000003,74.385,14.065000000000001,0.7075,9.18,9.18
bees3,10.707500000000001,1.0174999999999996,6.26,0.0,0.0,0.0,4.845000000000001,0.0,0.0825,0.1875,0.7175,37.72500000000001,16.73,0.0,9.317499999999999,0.06,-0.08499999999999999,0.255,4.6825,0.0,8.735,0.7725,0.9800000000000001,0.9425,0.06,52.065,0.84,12.58,16.34,5.7025,15.27,15.27
bees4,10.707500000000001,1.0174999999999996,5.1325,0.0,0.0,0.0,4.845000000000001,0.0,0.0825,0.1875,0.7175,37.72500000000001,16.73,0.0,9.317499999999999,0.065,-0.095,0.295,5.2625,0.0,9.950000000000001,0.87,1.1075000000000002,0.9425,0.06,52.065,0.84,12.58,16.34,5.7025,15.27,15.27
bgip3,19.7025,4.095,2.4675,0.0,0.0,0.0,7.092499999999999,5.590000000000001,0.1125,0.8025,3.6825,56.495,12.7575,15.61,8.6775,0.11,-0.25249999999999995,-1.1324999999999998,8.5,6.697500000000001,11.2975,1.0,1.44,0.9425,0.07750000000000001,27.112499999999997,1.105,12.94,13.9325,29.2025,8.18,8.18
bgip4,19.7025,4.095,4.1025,0.0,0.0,0.0,7.092499999999999,5.590000000000001,0.1125,0.8025,3.6825,56.495,12.7575,15.61,8.6775,0.0725,-0.16999999999999998,-0.7749999999999999,5.687499999999999,4.4775,7.51,0.6625000000000001,0.9625000000000001,0.9425,0.07750000000000001,27.112499999999997,1.105,12.94,13.9325,29.2025,8.18,8.18
bhia3,32.9525,6.0,0.0,3.7925,-4.1275,-2.535,-12.4375,-34.6175,0.915,0.9225000000000001,-0.11,30.65,1.0474999999999999,4.29,-1.0474999999999999,0.6900000000000001,-1.5125,-4.425000000000001,-8.305,-32.0775,-9.742500000000001,0.7350000000000001,13.9125,0.8724999999999999,0.1275,0.0,-1.1575,-60.7175,-5.625,1.8375,-22.06,-22.06
bidi3,0.0,1.9475,0.245,0.0,0.0,0.0,-160.1575,14754.9725,0.0525,2.8175,0.033509250000000004,53.4325,-5.08,2.055,3.96,0.95,-1.9675,1.7674999999999998,-190.67000000000002,14763.1875,-674.105,18.142500000000002,4.800000000000001,0.4275,0.21,-248.3375,0.25499999999999995,1.2449999999999999,-1.915,3.2125,-2.03,0.0
bidi4,0.0,1.9475,0.17500000000000002,0.0,0.0,0.0,-160.1575,14754.9725,0.0525,2.8175,0.033509250000000004,53.4325,-5.08,2.055,3.96,1.0875,-2.8850000000000002,4.485,-129.625,14746.75,-896.555,14.55,5.6525,0.4275,0.21,-248.3375,0.25499999999999995,1.2449999999999999,-1.915,2.87,-2.03,0.0
biom3,0.0,0.0,0.0,1.18,-2.4875,-3.2125,-20.39,-26.3275,0.175,1.915,-0.84,17.5125,-206.4825,-149.51,-226.85000000000002,2.695,-4.64,-1.5574999999999994,-17.9075,-23.1175,-15.2875,41.150000000000006,7.2250000000000005,0.6925,0.38,0.0,-18.795,-50.85000000000001,-20.0625,1.7275,-26.42,-26.42
blau3,0.0,0.0,0.9775,1.1400000000000001,-0.03999999999999998,-0.03749999999999998,6.145,5.869999999999999,0.85,3.395,1.5899999999999999,46.83,32.3525,33.7475,22.8975,1.1724999999999999,-4.0225,2.1075,6.1850000000000005,5.904999999999999,8.274999999999999,2.035,1.6425,0.51,0.49,13.9275,18.85,57.32999999999999,25.707499999999996,5.505,0.04,0.04
blut3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47764599999999996,-0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.20750000000000002,0.0,-2.0324999999999998,-8.4925,-7.89,2.8925,-7.53,0.0
blut4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47764599999999996,-0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.20750000000000002,0.0,-2.0324999999999998,-8.4925,-7.89,2.8925,-7.53,0.0
bmeb3,31.1875,-3.4724999999999993,4.8075,0.0,0.0,0.0,8.8825,7.18,0.22,0.9850000000000001,1.725,61.834999999999994,6.485,6.99,6.2575,0.1025,-0.19499999999999998,2.515,8.9775,7.2425,7.6075,0.48,1.175,1.02,0.08750000000000001,47.4575,1.3575,15.492499999999998,10.565,11.129999999999999,25.17,25.17
bmeb4,31.1875,-3.4724999999999993,5.2625,0.0,0.0,0.0,8.8825,7.18,0.22,0.9850000000000001,1.725,61.834999999999994,6.485,6.99,6.2575,0.09999999999999999,-0.19,2.4625,8.7075,7.055000000000001,7.387499999999999,0.46249999999999997,1.135,1.02,0.08750000000000001,47.4575,1.3575,15.492499999999998,10.565,11.129999999999999,25.17,25.17
bmgb4,9.9825,4.835,8.035,0.0,0.0,0.0,21.892500000000002,72.24000000000001,0.14500000000000002,0.195,0.425,54.365,2.4675,3.3675,6.2225,0.1225,-0.135,5.8325,21.892500000000002,72.24000000000001,13.740000000000002,0.78,0.7725,0.5725,0.13499999999999998,166.6775,0.9500000000000001,6.235,-3.4749999999999996,6.904999999999999,-0.11,-0.11
bmin3,-10.469999999999999,2.6025,1.81,0.0,-2.695,0.0,17.165,0.0,0.0875,0.925,0.84,69.85749999999999,30.889999999999997,0.0,18.045,0.4175,-0.5575,40.505,19.939999999999998,0.0,37.957499999999996,5.8725,0.7675,0.48,0.56,113.6,1.85,3.1399999999999997,-12.905,26.369999999999997,5.48,5.48
bmin4,-10.469999999999999,2.6025,7.9575000000000005,0.0,-2.695,0.0,17.165,0.0,0.0875,0.925,0.84,69.85749999999999,30.889999999999997,0.0,18.045,0.38,-0.5175000000000001,29.4225,19.437500000000004,0.0,33.705,5.4775,0.67,0.48,0.56,113.6,1.85,3.1399999999999997,-12.905,26.369999999999997,5.48,5.48
bmks3,-8.002499999999998,-3.02,4.4,0.0184475,-35.895,-25.560000000000002,-8.9775,-5.78,0.0825,18.1625,20.0875,29.259999999999998,11.524999999999999,25.83,49.605,0.555,-2.5475000000000003,0.8175000000000001,26.9175,19.7825,27.797500000000003,6.807499999999999,0.6325000000000001,0.18000000000000002,0.875,106.7225,4.45,4.5725,-0.21250000000000002,426.7125,-1.65,-1.65
bmob3,0.0,0.0,0.3525,0.000712,-3.455,-2.3725,3.6025,2.3925,0.5525,3.35,0.705,42.23,19.6225,25.77,18.4225,0.46,-1.2725,1.1,7.057499999999999,4.765,8.035,0.8875,0.6174999999999999,0.305,0.6925,5.1425,8.032499999999999,13.45,8.9475,7.4575,4.6,4.6
bnbr3,21.445,0.585,4.9625,0.0,0.0,0.0,2.92,4.7325,0.09,0.085,17.405,53.02,45.324999999999996,21.5375,26.6975,0.11249999999999999,-0.1275,1.2875,2.92,4.7325,4.86,1.3,1.0325,0.7450000000000001,0.1125,23.307500000000005,2.6199999999999997,21.880000000000003,24.5675,81.2625,20.78,20.78
boas3,0.0,0.0,1.3900000000000001,0.24361675,-18.917499999999997,-5.07,41.5925,17.322499999999998,0.46749999999999997,1815.1249999999998,0.27749999999999997,49.7125,16.2825,20.5625,17.245,1.3675,-3.5225,2.5125,60.5125,22.39,94.7125,4.075,1.7575,0.27749999999999997,0.705,42.7425,7.76,11.305,6.595000000000001,3.015,4.94,0.0
bobr4,-6.6675,1.555,0.0,-1.655,2.85,2.295,5.7875,4.6899999999999995,1.59,0.5924999999999999,0.08499999999999999,34.6225,9.7975,11.690000000000001,1.7650000000000001,0.6375,-1.115,-2.115,4.6425,3.7225,5.5125,0.39999999999999997,-2.185,1.295,-0.295,0.0,2.5549999999999997,-20.6375,190.87249999999997,-0.8275000000000001,61.63,61.63
bpac3,22.905,13.22,1.19,0.0,0.0,0.0,37.9125,27.552500000000002,0.07250000000000001,1.5725,0.91,18.7175,29.58,29.1,27.499999999999996,0.5075,-2.515,3.4125,46.602500000000006,33.9,28.582500000000003,8.0175,4.445,0.8499999999999999,0.11499999999999999,29.142500000000002,1.8575,16.102500000000003,14.2725,5.904999999999999,24.67,24.67
bpac5,22.905,13.22,2.56,0.0,0.0,0.0,37.9125,27.552500000000002,0.07250000000000001,1.5725,0.91,18.7175,29.58,29.1,27.499999999999996,0.24750000000000003,-1.19,1.305,23.1475,16.7625,13.965,3.94,2.1675,0.8499999999999999,0.11499999999999999,29.142500000000002,1.8575,16.102500000000003,14.2725,5.904999999999999,24.67,24.67
bpan4,30.785000000000004,7.567499999999999,2.8275,0.0,0.0,0.0,23.4,-84.98999999999998,0.235,0.84253975,0.5175000000000001,57.0975,7.215,7.265000000000001,6.5075,0.2825,-0.475,14.41,23.4,-84.98999999999998,18.4025,1.2075,2.09,2.2,0.135,38.322500000000005,1.5025,11.277500000000002,9.1825,4.5975,7.98,7.98
bpar3,3.5225,6.65,7.075,0.0,-2.7924999999999995,-0.58,-0.3225,0.65,0.165,1.48,23.0375,69.7875,24.325,12.32,12.172500000000001,0.075,-0.0875,0.7925000000000001,2.4699999999999998,1.23,5.4175,0.4925,0.5875,0.8725,0.135,53.555,2.2675,14.63,22.1075,162.995,17.37,17.37
brap3,19.12,0.0,16.365,0.005,-0.06,-0.06,-2.4225000000000003,-2.4375,0.0,5.14,8.4375,0.0,0.0,0.0,0.0,1.205,-1.2725,68.1075,-2.2599999999999993,-2.2774999999999994,-2.4749999999999996,0.0,1.2449999999999999,0.0326405,0.9675,11.412500000000001,40.55,41.587500000000006,40.8725,27.7225,23.58,22.62
brap4,19.12,0.0,15.72,0.005,-0.06,-0.06,-2.4225000000000003,-2.4375,0.0,5.14,8.4375,0.0,0.0,0.0,0.0,1.36,-1.4375,77.7875,-2.3599999999999994,-2.3774999999999995,-2.5949999999999998,0.0,1.4100000000000001,0.0326405,0.9675,11.412500000000001,40.55,41.587500000000006,40.8725,27.7225,23.58,22.62
brfs3,-10.1225,4.745000000000001,0.0,2.5425,-21.794999999999998,6.32,-35.9325,16.8575,0.7975000000000001,1.2599999999999998,-0.15749999999999997,22.6475,5.97,9.2725,-0.08750000000000013,0.7725,-1.3325000000000002,12.555,-14.135000000000002,10.5375,77.93,0.9975,4.4425,0.815,0.175,0.0,-0.29000000000000004,-0.7075000000000005,6.3025,5.33,2.06,2.06
brge11,-3.305,-15.17,2.835,0.0,-23.4,-17.9875,-7.9350000000000005,-5.235000000000001,0.0028005,1.96,0.5275,-1603.085,222.15000000000003,323.28000000000003,717.4675,0.18000000000000002,-0.4575,0.4875,18.322499999999998,15.2725,14.85,83.405,0.45,0.3325,0.3275,9.627500000000001,1.705,2.635,-0.245,14.465,-3.99,-3.99
brge12,-3.305,-15.17,0.0,0.0,-23.4,-17.9875,-7.9350000000000005,-5.235000000000001,0.0028005,1.96,0.5275,-1603.085,222.15000000000003,323.28000000000003,717.4675,0.13999999999999999,-0.34750000000000003,0.37749999999999995,9.2575,7.16,11.0825,80.64500000000001,0.32499999999999996,0.3325,0.3275,9.627500000000001,1.705,2.635,-0.245,14.465,-3.99,-3.99
brge3,-3.305,-15.17,0.003855,0.0,-23.4,-17.9875,-7.9350000000000005,-5.235000000000001,0.0028005,1.96,0.5275,-1603.085,222.15000000000003,323.28000000000003,717.4675,0.1775,-0.45,0.48,18.675,15.687499999999998,13.715,86.2475,0.43500000000000005,0.3325,0.3275,9.627500000000001,1.705,2.635,-0.245,14.465,-3.99,-3.99
brge5,-3.305,-15.17,1.5875,0.0,-23.4,-17.9875,-7.9350000000000005,-5.235000000000001,0.0028005,1.96,0.5275,-1603.085,222.15000000000003,323.28000000000003,717.4675,0.3625,-0.925,0.9625,55.71,48.81,27.1725,126.8575,0.935,0.3325,0.3275,9.627500000000001,1.705,2.635,-0.245,14.465,-3.99,-3.99
brge6,-3.305,-15.17,5.175,0.0,-23.4,-17.9875,-7.9350000000000005,-5.235000000000001,0.0028005,1.96,0.5275,-1603.085,222.15000000000003,323.28000000000003,717.4675,0.18,-0.45000000000000007,0.485,12.1475,9.4375,14.3025,102.965,0.42,0.3325,0.3275,9.627500000000001,1.705,2.635,-0.245,14.465,-3.99,-3.99
brge7,-3.305,-15.17,4.98,0.0,-23.4,-17.9875,-7.9350000000000005,-5.235000000000001,0.0028005,1.96,0.5275,-1603.085,222.15000000000003,323.28000000000003,717.4675,0.0525,-0.125,0.14,-2.33,-2.87,5.03,39.7525,0.11249999999999999,0.3325,0.3275,9.627500000000001,1.705,2.635,-0.245,14.465,-3.99,-3.99
brge8,-3.305,-15.17,2.2775,0.0,-23.4,-17.9875,-7.9350000000000005,-5.235000000000001,0.0028005,1.96,0.5275,-1603.085,222.15000000000003,323.28000000000003,717.4675,0.16749999999999998,-0.425,0.45499999999999996,11.045,8.465,14.35,92.5975,0.405,0.3325,0.3275,9.627500000000001,1.705,2.635,-0.245,14.465,-3.99,-3.99
brit3,0.0,0.0,0.01,0.44,1.2374999999999998,0.46,10.025,3.5025,0.14250000000000002,1.0275,0.036247,21.595,6.9675,19.2025,1.6175,0.2925,-0.4625,1.7075,8.7875,3.0375,252.6525,1.07,0.6375,0.2725,0.2275,0.22,0.5125,1.1475,1.865,1.5075,8.89,8.89
briv3,-21.2525,-0.9024999999999999,0.21,0.0,0.0,0.0,6.5475,15.1775,0.06999999999999999,35.995000000000005,0.8475,19.3775,9.5825,4.04,5.9975000000000005,0.045000000000000005,-0.07750000000000001,0.6125,6.525,15.120000000000001,11.59,0.6575,0.48000000000000004,5.175,0.08750000000000001,29.2475,0.26001050000000003,4.694999999999999,5.342499999999999,17.9,-4.06,-4.06
briv4,-21.2525,-0.9024999999999999,5.7475000000000005,0.0,0.0,0.0,6.5475,15.1775,0.06999999999999999,35.995000000000005,0.8475,19.3775,9.5825,4.04,5.9975000000000005,0.045000000000000005,-0.07750000000000001,0.6125,6.58,15.265,11.675,0.6625000000000001,0.485,5.175,0.08750000000000001,29.2475,0.26001050000000003,4.694999999999999,5.342499999999999,17.9,-4.06,-4.06
brkm3,0.0,9.6525,5.6625,-0.9324999999999999,-175.21,3.7525,-342.34999999999997,7.465000000000001,0.9225,1.1675,1.3049999999999997,18.4925,7.215,12.89,-0.9725000000000003,0.32999999999999996,-0.545,1.9025,-179.42000000000002,3.9575,-17.189999999999998,0.365,1.13,1.0775000000000001,0.05,-75.9,0.4374999999999999,-46.977500000000006,11.665000000000001,5.6049999999999995,-8.08,-8.08
brkm5,0.0,9.6525,5.7575,-0.9324999999999999,-175.21,3.7525,-342.34999999999997,7.465000000000001,0.9225,1.1675,1.3049999999999997,18.4925,7.215,12.89,-0.9725000000000003,0.32249999999999995,-0.525,1.8425,-168.96,3.7525,-16.115000000000002,0.35,1.1925000000000001,1.0775000000000001,0.05,-75.9,0.4374999999999999,-46.977500000000006,11.665000000000001,5.6049999999999995,-8.08,-8.08
brkm6,0.0,9.6525,1.0875,-0.9324999999999999,-175.21,3.7525,-342.34999999999997,7.465000000000001,0.9225,1.1675,1.3049999999999997,18.4925,7.215,12.89,-0.9725000000000003,0.2425,-0.39749999999999996,1.3925,-133.205,3.0275,-16.9125,0.27,0.8849999999999999,1.0775000000000001,0.05,-75.9,0.4374999999999999,-46.977500000000006,11.665000000000001,5.6049999999999995,-8.08,-8.08
brml3,4.4825,-2.1375,1.395,0.3,-0.9750000000000001,-2.9900000000000007,-1.79,-7.9975000000000005,0.065,2.6975,0.5175,89.17500000000001,61.3325,66.55499999999999,30.792499999999997,0.49,-0.53,13.065000000000001,-0.8174999999999999,-5.004999999999999,8.227500000000001,7.922499999999999,0.8225,0.39749999999999996,0.5924999999999999,16.939999999999998,2.55,3.7675,4.5275,13.515,6.28,0.0
brpr3,1.0075,-10.945,1.295,0.2425,3.6825,3.2050000000000005,13.395,12.009999999999998,0.04,4.67,-0.5249999999999999,100.0,-70.675,-64.17000000000002,-88.60000000000001,0.5125000000000001,-0.72,1.9174999999999998,9.7125,8.8025,37.01,13.245000000000001,0.6825,0.31000000000000005,0.7424999999999999,56.96000000000001,-6.727499999999999,-6.7225,-11.07,13.995,-29.1,0.0
brsr3,3.8449999999999998,0.7625000000000001,6.4775,0.0,0.0,0.0,5.62,4.16,0.0975,1.385,2.39,49.91,11.665,6.435,10.567499999999999,0.06749999999999999,-0.8574999999999999,1.8900000000000001,5.862499999999999,4.3,6.46,0.6849999999999999,0.74,0.78,0.09000000000000001,46.8625,1.0375,11.46,11.700000000000001,21.1975,10.27,10.27
brsr5,3.8449999999999998,0.7625000000000001,4.3625,0.0,0.0,0.0,5.62,4.16,0.0975,1.385,2.39,49.91,11.665,6.435,10.567499999999999,0.08750000000000001,-0.9524999999999999,2.7575,7.8425,5.205,8.5475,0.875,0.9524999999999999,0.78,0.09000000000000001,46.8625,1.0375,11.46,11.700000000000001,21.1975,10.27,10.27
brsr6,3.8449999999999998,0.7625000000000001,6.6025,0.0,0.0,0.0,5.62,4.16,0.0975,1.385,2.39,49.91,11.665,6.435,10.567499999999999,0.06,-0.8125,1.6775000000000002,5.3625,4.012499999999999,5.91,0.625,0.6825,0.78,0.09000000000000001,46.8625,1.0375,11.46,11.700000000000001,21.1975,10.27,10.27
bsev3,0.0,5.25,0.0,4.82,5.6850000000000005,0.8174999999999999,9.0025,1.335,0.34750000000000003,0.38,-0.1625,12.6375,4.7225,24.25,-2.785,0.1725,-0.27749999999999997,3.47,3.315,0.5175,11.727500000000001,0.245,1.8875000000000002,0.5125,-0.015,0.0,-1.6925000000000001,-89.80499999999999,6.265000000000001,-0.1925,-158.32,0.0
bsli3,16.485,5.254999999999999,2.7125,0.0,-6.0175,-4.9925,10.36,9.2925,0.1325,0.4225,2.3274999999999997,57.042500000000004,17.7775,8.185,12.0925,0.3825,-0.47500000000000003,-2.4299999999999997,18.865000000000002,18.572499999999998,25.885,3.38,9.0075,0.965,0.07,75.17500000000001,1.7675,29.0575,32.8275,8.625,8.09,8.09
bsli4,16.485,5.254999999999999,3.9775,0.0,-6.0175,-4.9925,10.36,9.2925,0.1325,0.4225,2.3274999999999997,57.042500000000004,17.7775,8.185,12.0925,0.27749999999999997,-0.35,-1.8599999999999999,13.9725,12.6775,18.9725,2.415,6.2675,0.965,0.07,75.17500000000001,1.7675,29.0575,32.8275,8.625,8.09,8.09
btow3,0.0,-0.21250000000000002,0.0,0.485,26.262500000000003,4.7925,169.8075,30.987499999999997,0.2175,1.2275,-0.2375,14.535,0.8275,4.465,-1.695,1.0150000000000001,-2.8775,2.925,143.545,26.1925,-77.89,2.3449999999999998,2.65,0.305,0.195,0.0,-0.7275,-1.9425,0.11999999999999998,6.795,0.6,0.0
cali3,-3.0875000000000012,10.265,13.075,6.16,4.85,4.6925,29.195,27.455,0.3325,1.7425000000000002,-0.5549999999999999,1.0174999999999983,-146.21499999999997,-144.31,-145.89249999999998,0.7675000000000001,-1.53,2.5825,24.342499999999998,22.7625,48.175,3.0925000000000002,28.0,1.0950000000000002,0.05,57.44,-5.5875,-411.01250000000005,-295.12,2.52,19.42,19.42
cali4,-3.0875000000000012,10.265,3.7600000000000002,6.16,4.85,4.6925,29.195,27.455,0.3325,1.7425000000000002,-0.5549999999999999,1.0174999999999983,-146.21499999999997,-144.31,-145.89249999999998,1.385,-3.1824999999999997,-0.29000000000000015,16.1475,15.305,34.39,13.895,55.225,1.0950000000000002,0.05,57.44,-5.5875,-411.01250000000005,-295.12,2.52,19.42,19.42
camb3,3.1225,-1.9874999999999998,0.74,0.8099999999999999,2.4074999999999998,1.915,10.3075,8.16,0.8374999999999999,1.32,0.7475,45.2275,15.6675,18.782500000000002,11.892499999999998,0.85,-1.5025,-3.9374999999999996,7.897499999999999,6.244999999999999,9.4125,1.085,2.4074999999999998,0.605,0.37249999999999994,3.5925,9.8675,26.2425,16.87,2.7649999999999997,39.71,39.71
caml3,7.9725,7.3475,3.3575,1.1175,3.3975,2.3925,10.0825,7.135000000000001,1.225,2.1224999999999996,1.1725,21.657500000000002,7.2125,9.735,5.1025,0.5625,-1.37,1.815,6.6850000000000005,4.742500000000001,9.0525,0.455,1.4224999999999999,0.605,0.3875,27.595000000000002,6.385,16.384999999999998,10.212499999999999,7.117500000000001,7.58,0.0
cash3,0.0,18.1625,0.0475,0.00320175,0.3025,-11.34,7.197499999999998,72.9025,0.7175,7.265,0.0049999999999999975,-9.215,-7.334999999999999,-13.57,-2.7075000000000005,2.4125,-27.7275,3.425,6.895,84.23750000000001,26.635,7.7075,2.8950000000000005,0.27,0.7125,-3.5525,4.3374999999999995,6.335,2.575,1.07,-11.62,-11.62
casn3,26.47,7.1425,0.14,0.7825,3.9825,4.4275,45.53,52.667500000000004,0.3125,1.0075,0.10500000000000001,49.980000000000004,22.0,24.755,8.0975,3.51,-4.0525,54.8675,50.9225,58.55250000000001,145.1175,11.205,9.1875,0.61,0.38999999999999996,25.182499999999997,2.9800000000000004,6.72,8.25,1.6075,5.54,5.54
casn4,26.47,7.1425,0.2475,0.7825,3.9825,4.4275,45.53,52.667500000000004,0.3125,1.0075,0.10500000000000001,49.980000000000004,22.0,24.755,8.0975,2.2425,-2.5875,31.152499999999996,32.22,37.98,90.885,7.1625000000000005,5.909999999999999,0.61,0.38999999999999996,25.182499999999997,2.9800000000000004,6.72,8.25,1.6075,5.54,5.54
cbav3,0.0,0.0,0.83,0.3225,0.6525000000000001,0.455,3.8675,2.7175000000000002,0.355,1.0025,0.6775,9.4925,7.225,10.2275,4.6625,0.30000000000000004,-0.47250000000000003,1.6675,2.9425,2.0725,4.577500000000001,0.42500000000000004,0.765,0.2975,0.2,7.195,4.08,8.385000000000002,7.1925,4.025,-11.93,-11.93
cbee3,1.8675,7.5675,1.545,1.2425000000000002,8.815000000000001,4.364999999999999,18.1675,8.935,0.5175000000000001,0.8,0.16999999999999996,15.435,8.01,15.1675,0.8700000000000002,0.3475,-0.46499999999999997,2.1975000000000002,9.35,4.5725,0.7024999999999988,0.6625,1.185,0.7,0.3,24.9875,0.7550000000000001,1.3225000000000002,5.655,16.86,5.23,5.23
ccro3,-7.2799999999999985,6.8475,3.135,2.67,4.625000000000001,2.6224999999999996,12.8125,7.217499999999999,0.32499999999999996,0.995,0.7974999999999999,43.332499999999996,34.1375,53.365,10.684999999999999,0.74,-0.9550000000000001,18.4325,8.192499999999999,4.5975,52.012499999999996,2.355,3.2399999999999998,0.8550000000000001,0.22499999999999998,170.8325,3.7075,16.1525,8.5225,4.4075,11.77,11.77
ceab3,0.0,0.0,0.3525,0.5549999999999999,4.25,5.91,5.3025,20.6025,0.6675,1.5475,0.133968,47.94,5.4175,11.815000000000001,0.5849999999999997,0.4375,-0.8525,2.3674999999999997,1.054999999999999,14.692499999999999,1630.7849999999999,0.625,1.0975000000000001,0.6325,0.36750000000000005,-11.7425,4.404654750000001,1.1950000000000003,1.4700000000000002,9.2375,7.61,7.61
cebr3,31.4325,-17.485,38.7875,0.0,-1.4649999999999999,-1.3449999999999998,3.86,3.5925000000000002,0.3925,1.8425,14.585,33.66,163.595,165.565,114.9925,0.4875,-1.46,0.89,5.0024999999999995,4.6375,3.855,1.795,1.4475,0.585,0.405,134.645,29.955,62.46,53.0925,31.630000000000003,15.81,15.81
cebr5,31.4325,-17.485,40.0675,0.0,-1.4649999999999999,-1.3449999999999998,3.86,3.5925000000000002,0.3925,1.8425,14.585,33.66,163.595,165.565,114.9925,0.535,-1.7175,1.2125,6.0425,5.5975,4.5225,1.9324999999999999,1.6725,0.585,0.405,134.645,29.955,62.46,53.0925,31.630000000000003,15.81,15.81
