acao,CAGR LUCROS 5 ANOS,CAGR RECEITAS 5 ANOS,DIVIDEND YIELD (DY),DÍVIDA BRUTA / PATRIMÔNIO,DÍVIDA LÍQUIDA / EBIT,DÍVIDA LÍQUIDA / EBITDA,EV/EBIT,EV/EBITDA,GIRO ATIVOS,LIQUIDEZ CORRENTE,LPA,MARGEM BRUTA,MARGEM EBIT,MARGEM EBITDA,MARGEM LÍQUIDA,P/ATIVO,P/ATIVO CIRC LIQ,P/CAP.GIRO,P/EBIT,P/EBITDA,P/L,P/RECEITA (PSR),P/VP,PASSIVOS / ATIVOS,PATRIMÔNIO / ATIVOS,PAYOUT,ROA,ROE,ROIC,VPA,ROIC_Atual,ROIC_2023
cebr6,31.4325,-17.485,43.795,0.0,-1.4649999999999999,-1.3449999999999998,3.86,3.5925000000000002,0.3925,1.8425,14.585,33.66,163.595,165.565,114.9925,0.5,-1.6,1.0650000000000002,5.5575,5.16,3.9875000000000007,1.8125,1.5425,0.585,0.405,134.645,29.955,62.46,53.0925,31.630000000000003,15.81,15.81
cedo3,0.0,10.1675,0.0,1.775,48.445,5.6225000000000005,70.33250000000001,7.8325,1.0924999999999998,0.9249999999999999,-1.89,14.912500000000001,3.0675,5.3975,-2.6500000000000004,0.1125,-0.2125,-5.077500000000001,27.617500000000003,2.6275000000000004,8.885,0.1125,0.6225,0.7975,0.18,0.0,-2.9675000000000002,-14.0775,7.41,13.7775,30.63,30.63
cedo4,0.0,10.1675,0.0,1.775,48.445,5.6225000000000005,70.33250000000001,7.8325,1.0924999999999998,0.9249999999999999,-1.89,14.912500000000001,3.0675,5.3975,-2.6500000000000004,0.075,-0.1425,-3.6,14.27,1.6625,6.06,0.07500000000000001,0.41000000000000003,0.7975,0.18,0.0,-2.9675000000000002,-14.0775,7.41,13.7775,30.63,30.63
ceeb3,34.33,12.432500000000001,11.235,1.7075,4.210000000000001,3.2974999999999994,8.6925,6.78,0.5525,0.9274999999999999,5.2125,24.9,18.7025,23.770000000000003,10.897499999999999,0.47000000000000003,-0.5974999999999999,-0.08250000000000046,4.7725,3.705,7.9225,0.8500000000000001,1.7674999999999998,0.82,0.2625,95.99249999999999,6.0275,23.205000000000002,12.935,22.3325,17.34,17.34
ceeb5,34.33,12.432500000000001,11.7975,1.7075,4.210000000000001,3.2974999999999994,8.6925,6.78,0.5525,0.9274999999999999,5.2125,24.9,18.7025,23.770000000000003,10.897499999999999,0.4475,-0.575,1.7225000000000001,4.574999999999999,3.5575,7.555,0.815,1.6849999999999998,0.82,0.2625,95.99249999999999,6.0275,23.205000000000002,12.935,22.3325,17.34,17.34
ceed3,0.0,6.0375,0.0,-0.705,15.59,3.385,34.545,3.5924999999999994,0.7675,0.7775,-12.975,4.574999999999999,-7.36,-3.8600000000000008,-23.9425,0.8775,-1.2774999999999999,2.8449999999999998,18.9475,0.20500000000000074,-6.0575,1.0975,-1.17,1.7824999999999998,-0.7825,0.0,-19.0625,-22.065,17.7675,-54.575,28.39,28.39
ceed4,0.0,6.0375,0.0,-0.705,15.59,3.385,34.545,3.5924999999999994,0.7675,0.7775,-12.975,4.574999999999999,-7.36,-3.8600000000000008,-23.9425,0.9450000000000001,-1.38,2.8425000000000002,21.807499999999997,0.33999999999999964,-6.2425,1.1775,-1.2425,1.7824999999999998,-0.7825,0.0,-19.0625,-22.065,17.7675,-54.575,28.39,28.39
cegr3,3.3899999999999997,3.675,2.2225,1.0875,1.3525,0.2275,24.529999999999998,6.09,1.245,0.7775000000000001,1.205,26.292499999999997,15.812500000000002,3.985,7.3075,4.430000000000001,-5.84,81.44,23.177500000000002,5.8625,55.2175,3.665,15.2525,0.7075,0.2925,113.865,10.232500000000002,29.6375,23.770000000000003,4.1225,29.08,29.08
cepe3,22.9775,9.545,1.7475,3.6475,7.4275,5.1325,16.150000000000002,11.1275,0.655,1.1475,2.7075,17.4525,10.122499999999999,14.48,2.7750000000000004,0.5700000000000001,-0.795,28.0975,9.4,6.465,35.43,0.9225000000000001,4.2225,0.845,0.155,100.33250000000001,2.0675,11.965000000000002,8.5825,22.4675,10.2,0.0
cepe5,22.9775,9.545,8.3025,3.6475,7.4275,5.1325,16.150000000000002,11.1275,0.655,1.1475,2.7075,17.4525,10.122499999999999,14.48,2.7750000000000004,0.21,-0.2875,247.5275,3.2975,2.2600000000000002,12.19,0.3225,1.4075,0.845,0.155,100.33250000000001,2.0675,11.965000000000002,8.5825,22.4675,10.2,0.0
cepe6,22.9775,9.545,8.885,3.6475,7.4275,5.1325,16.150000000000002,11.1275,0.655,1.1475,2.7075,17.4525,10.122499999999999,14.48,2.7750000000000004,0.2,-0.2775,151.635,3.2399999999999998,2.2224999999999997,12.14,0.315,1.415,0.845,0.155,100.33250000000001,2.0675,11.965000000000002,8.5825,22.4675,10.2,0.0
cesp3,5.8425,-3.2650000000000006,5.195,0.19,1.0625,1.1675,13.3275,6.1674999999999995,0.1375,0.8274999999999999,4.4125,39.7525,43.457499999999996,30.965000000000003,72.975,0.615,-0.675,22.957500000000003,11.8175,4.620000000000001,8.545,4.5925,1.1325,0.525,0.55,70.205,5.983607,17.5525,1.8050000000000002,24.4875,-3.94,-3.94
cesp5,5.8425,-3.2650000000000006,5.1575,0.19,1.0625,1.1675,13.3275,6.1674999999999995,0.1375,0.8274999999999999,4.4125,39.7525,43.457499999999996,30.965000000000003,72.975,0.7175,-0.7825,18.987500000000004,13.190000000000001,5.7475000000000005,11.0,5.2924999999999995,1.3375,0.525,0.55,70.205,5.983607,17.5525,1.8050000000000002,24.4875,-3.94,-3.94
cesp6,5.8425,-3.2650000000000006,5.1825,0.19,1.0625,1.1675,13.3275,6.1674999999999995,0.1375,0.8274999999999999,4.4125,39.7525,43.457499999999996,30.965000000000003,72.975,0.615,-0.6725,24.75,11.785,4.640000000000001,8.46,4.5875,1.1325,0.525,0.55,70.205,5.983607,17.5525,1.8050000000000002,24.4875,-3.94,-3.94
cgas3,17.43,13.6125,8.5175,8.772499999999999,2.27,1.9324999999999999,10.8225,9.209999999999999,1.06,1.08,10.4475,29.082499999999996,21.1525,24.8275,12.229999999999999,1.8450000000000002,-2.895,-297.735,8.55,7.279999999999999,14.937499999999998,1.8599999999999999,27.5225,0.9275,0.0725,121.54,14.6475,185.725,26.4875,6.125,25.21,25.21
cgas5,17.43,13.6125,9.377500000000001,8.772499999999999,2.27,1.9324999999999999,10.8225,9.209999999999999,1.06,1.08,10.4475,29.082499999999996,21.1525,24.8275,12.229999999999999,1.8450000000000002,-2.8924999999999996,-297.12249999999995,8.54,7.272499999999999,14.932500000000001,1.8575000000000002,27.465,0.9275,0.0725,121.54,14.6475,185.725,26.4875,6.125,25.21,25.21
cgra3,15.504999999999999,6.245,5.612500000000001,0.0,-0.05,-0.04,6.297499999999999,3.9775,0.5525,2.3325,6.1525,53.72,20.1325,18.082499999999996,22.157500000000002,0.6675,-1.2625,2.5625,6.4275,4.0825,5.949999999999999,1.23,0.965,0.3025,0.6975,33.735,12.29,17.7475,12.0825,34.837500000000006,4.98,4.98
cgra4,15.504999999999999,6.245,6.4,0.0,-0.05,-0.04,6.297499999999999,3.9775,0.5525,2.3325,6.1525,53.72,20.1325,18.082499999999996,22.157500000000002,0.655,-1.2325,2.5025,6.285,3.9749999999999996,5.825,1.2049999999999998,0.9425,0.3025,0.6975,33.735,12.29,17.7475,12.0825,34.837500000000006,4.98,4.98
ciel3,-20.1025,-10.325,5.065,0.9075,2.2975,1.4999999999999998,13.874999999999998,10.0675,0.065,2.9525,0.4075,49.839999999999996,21.4975,27.439999999999998,18.080000000000002,0.1375,-1.075,1.0025,11.575,8.565,13.3325,2.295,1.965,0.88,0.07500000000000001,50.582499999999996,1.3325,15.4425,8.0325,2.7475,11.7,11.7
clsa3,0.0,0.0,0.0,0.05500000000000001,3.2975,3.6525,-7.432499999999999,-7.645,0.255,2.8,-0.15000000000000002,18.0,-8.4,-7.6425,-5.89,0.8875,-6.78,1.295,-10.735,-11.2975,-15.0425,1.8075,1.1124999999999998,0.1,0.4,0.0,-2.8975,-3.6399999999999997,-5.6225000000000005,2.0275,-12.87,-12.87
clsc3,18.1575,7.702500000000001,5.4625,0.9475,2.6675,1.9625,5.880000000000001,4.3075,0.8725,1.055,11.062499999999998,12.899999999999999,7.220000000000001,9.84,4.4925,0.19500000000000003,-0.28250000000000003,-10.260000000000002,3.1175,2.275,5.25,0.22249999999999998,1.0125000000000002,0.7975000000000001,0.20249999999999999,26.59,3.9525,19.7325,11.7675,57.66,11.85,11.85
clsc4,18.1575,7.702500000000001,5.83,0.9475,2.6675,1.9625,5.880000000000001,4.3075,0.8725,1.055,11.062499999999998,12.899999999999999,7.220000000000001,9.84,4.4925,0.2025,-0.29750000000000004,-11.227500000000001,3.2775,2.3925,5.5775,0.235,1.06,0.7975000000000001,0.20249999999999999,26.59,3.9525,19.7325,11.7675,57.66,11.85,11.85
cmig3,24.41,7.7225,5.057499999999999,0.7150000000000001,2.225,1.7574999999999998,7.2325,5.7875,0.5675,1.3225,2.0275,20.9725,17.115000000000002,20.865000000000002,11.675,0.545,-0.7224999999999999,11.035,5.785,4.672499999999999,8.2525,0.9625000000000001,1.5225,0.645,0.355,40.1525,6.6025,18.5375,13.4875,10.9425,17.82,17.82
cmig4,24.41,7.7225,8.05,0.7150000000000001,2.225,1.7574999999999998,7.2325,5.7875,0.5675,1.3225,2.0275,20.9725,17.115000000000002,20.865000000000002,11.675,0.425,-0.565,8.385,4.6175,3.7125,6.515000000000001,0.76,1.2025,0.645,0.355,40.1525,6.6025,18.5375,13.4875,10.9425,17.82,17.82
cmin3,0.0,0.0,7.382499999999999,0.34,-0.095,-0.135,3.91,3.2925000000000004,0.665,1.67,0.7775000000000001,56.6825,44.3875,37.894999999999996,29.235000000000003,1.16,-1.9075,8.43,4.0025,3.4275,6.2375,1.7525,2.25,0.47500000000000003,0.525,54.307500000000005,19.755000000000003,37.1525,31.7975,2.0675,25.42,25.42
coce3,4.09,10.8475,4.0175,0.9299999999999999,4.1425,2.7475,10.479999999999999,6.785,0.6675,0.775,5.085,14.9575,10.705000000000002,15.5425,5.7225,0.45999999999999996,-0.6200000000000001,-12.32,7.545,4.805,13.7775,0.7,1.375,0.7100000000000001,0.3325,56.3275,4.2625,11.3025,9.2225,44.275,11.01,11.01
coce5,4.09,10.8475,4.27,0.9299999999999999,4.1425,2.7475,10.479999999999999,6.785,0.6675,0.775,5.085,14.9575,10.705000000000002,15.5425,5.7225,0.435,-0.59,-11.637500000000001,7.07,4.5424999999999995,12.925,0.6675000000000001,1.2999999999999998,0.7100000000000001,0.3325,56.3275,4.2625,11.3025,9.2225,44.275,11.01,11.01
coce6,4.09,10.8475,10.7825,0.9299999999999999,4.1425,2.7475,10.479999999999999,6.785,0.6675,0.775,5.085,14.9575,10.705000000000002,15.5425,5.7225,0.1,-0.1375,-3.5225,1.7025000000000001,1.055,3.3525,0.15,0.305,0.7100000000000001,0.3325,56.3275,4.2625,11.3025,9.2225,44.275,11.01,11.01
cogn3,-6.17,2.42,0.2625,0.7475,26.020000000000003,5.8875,48.6225,11.575000000000001,0.185,1.5825,-0.875,61.652499999999996,-9.84,-9.32,-31.8675,0.305,-0.38,5.05,22.602500000000003,5.6875,18.180000000000003,1.6124999999999998,0.675,0.525,0.45,24.0025,-5.5,-12.66,-2.4675,7.1875,2.24,2.24
corr4,0.0,-2.874999999999999,2.0275,0.0,-0.355,0.0,-0.53,0.0,0.32,16.51,172.5225,91.44500000000001,-36.532500000000006,0.0,-18.29999999999999,0.0775,-0.28500000000000003,0.12000000000000002,-0.17500000000000002,0.0,-0.2225,0.535,-0.4525,0.9925,0.007499999999999993,-1.21,10.995000000000001,74.06750000000001,248.21500000000003,-44.474999999999994,101.61,0.0
cpfe3,33.21,10.985,7.6125,1.4625,2.665,2.07,8.6475,6.68,0.6125,0.92,3.5149999999999997,24.514999999999997,19.295,24.455,11.4725,0.675,-0.89,17.955000000000002,5.9825,4.61,9.865,1.085,2.5575,0.7875,0.2575,60.129999999999995,7.1175,27.415,14.4275,12.655,17.86,17.86
cple3,19.235,7.5825,9.735,0.575,2.285,1.7225000000000001,10.0975,7.647500000000001,0.435,1.0975,5.4475,24.81,19.647499999999997,25.2075,14.685,0.44249999999999995,-0.565,6.07,5.42,4.109999999999999,9.4575,1.0174999999999998,1.01,0.6225,0.4375,117.55,6.56,14.689999999999998,9.8575,34.79,8.25,8.25
cple5,19.235,7.5825,5.6175,0.575,2.285,1.7225000000000001,10.0975,7.647500000000001,0.435,1.0975,5.4475,24.81,19.647499999999997,25.2075,14.685,1.1225,-1.4224999999999999,18.1925,13.495,10.252500000000001,24.655,2.46,2.56,0.6225,0.4375,117.55,6.56,14.689999999999998,9.8575,34.79,8.25,8.25
cple6,19.235,7.5825,9.825,0.575,2.285,1.7225000000000001,10.0975,7.647500000000001,0.435,1.0975,5.4475,24.81,19.647499999999997,25.2075,14.685,0.47000000000000003,-0.5975,6.71,5.8175,4.397499999999999,10.294999999999998,1.085,1.0775000000000001,0.6225,0.4375,117.55,6.56,14.689999999999998,9.8575,34.79,8.25,8.25
crde3,0.0,-17.695,11.1775,0.001443,0.23750000000000002,0.6925,-7.204999999999999,21.375,0.0725,4.03,-3.9400000000000004,9.1325,-271.46500000000003,-502.3675,-271.02750000000003,0.4375,-0.5974999999999999,3.6100000000000003,-7.4425,20.6825,-6.33,13.2775,0.49749999999999994,0.1225,0.8775000000000001,-58.3625,-7.155,-8.5475,-9.13,47.295,-11.24,0.0
crfb3,0.7825,3.85,1.6675,0.5425,1.5675000000000001,1.2025,11.4125,8.665000000000001,1.2850000000000001,1.295,1.0150000000000001,19.627499999999998,5.5825,7.2225,2.7925,0.6950000000000001,-1.3699999999999999,18.3775,9.845,7.46,23.015,0.5249999999999999,2.415,0.6425000000000001,0.27749999999999997,25.0775,4.08,12.8875,13.215,7.890000000000001,5.55,5.55
criv3,-19.740000000000002,1.045,1.5099999999999998,0.0,-47.6875,-65.035,-39.5725,-51.985,0.08750000000000001,17.1625,0.5,49.787499999999994,11.5875,6.3875,6.9624999999999995,0.060000000000000005,-0.10500000000000001,0.4325,7.7675,12.0375,11.2625,0.72,0.55,0.865,0.11,46.455,0.43999999999999995,5.1325,5.7775,9.834999999999999,0.84,-0.73
criv4,-19.740000000000002,1.045,6.1325,0.0,-47.6875,-65.035,-39.5725,-51.985,0.08750000000000001,17.1625,0.5,49.787499999999994,11.5875,6.3875,6.9624999999999995,0.06999999999999999,-0.12000000000000001,0.5075,8.572500000000002,14.4,12.732499999999998,0.8375,0.63,0.865,0.11,46.455,0.43999999999999995,5.1325,5.7775,9.834999999999999,0.84,-0.73
crpg3,6.0175,10.985,5.02,0.0077765,-3.1550000000000002,-2.145,11.6225,7.7225,0.75,4.9525,4.3025,24.6625,17.3725,20.849999999999998,16.6575,1.295,-4.297499999999999,2.5125,18.6725,12.11,12.5925,1.71,1.77,0.2725,0.7275,85.6275,15.202499999999999,17.1,15.49,25.7675,-0.3,-0.3
crpg5,6.0175,10.985,7.049999999999999,0.0077765,-3.1550000000000002,-2.145,11.6225,7.7225,0.75,4.9525,4.3025,24.6625,17.3725,20.849999999999998,16.6575,1.085,-3.727499999999999,2.0675,12.76,8.705,9.752500000000001,1.4349999999999998,1.49,0.2725,0.7275,85.6275,15.202499999999999,17.1,15.49,25.7675,-0.3,-0.3
crpg6,6.0175,10.985,7.1575,0.0077765,-3.1550000000000002,-2.145,11.6225,7.7225,0.75,4.9525,4.3025,24.6625,17.3725,20.849999999999998,16.6575,1.0875,-3.7425000000000006,2.0825,12.5075,8.58,9.75,1.44,1.5,0.2725,0.7275,85.6275,15.202499999999999,17.1,15.49,25.7675,-0.3,-0.3
csab3,-7.5375000000000005,-29.4925,3.7524999999999995,0.0,18.7275,7.555,-12.299999999999995,-28.997500000000002,0.011528250000000002,2.5825,3.1025,88.385,467.86749999999995,-287.3125,596.845,0.9775,-1.2825,7.715,-31.94,-39.5675,24.9,98.10749999999999,2.1025,0.5425,0.4575,85.54249999999999,5.845,12.455,7.597499999999999,24.4725,5.86,0.0
csab4,-7.5375000000000005,-29.4925,4.6575,0.0,18.7275,7.555,-12.299999999999995,-28.997500000000002,0.011528250000000002,2.5825,3.1025,88.385,467.86749999999995,-287.3125,596.845,0.865,-1.1325,6.8774999999999995,-30.112499999999997,-33.535000000000004,20.520000000000003,83.905,1.86,0.5425,0.4575,85.54249999999999,5.845,12.455,7.597499999999999,24.4725,5.86,0.0
csan3,20.1225,21.625,2.21,2.19,3.9475000000000002,3.0775,12.055,9.600000000000001,0.335,1.8375000000000001,2.725,26.1725,24.785,31.137500000000003,12.935,0.6599999999999999,-0.96,4.8725000000000005,8.1075,6.5249999999999995,22.252499999999998,1.8674999999999997,2.6675,0.67,0.23,53.23,4.675000000000001,19.515,10.7625,16.1425,14.01,0.0
csed3,0.0,0.0,0.8525,1.1525,1.8925,1.2000000000000002,5.2775,3.7525,0.325,1.2175,0.0275,35.495000000000005,10.585,14.8475,0.5299999999999999,0.22249999999999998,-0.30000000000000004,1.71,3.385,2.555,61.745,0.56,0.735,0.5700000000000001,0.18,181.515,0.12999999999999998,-1.21,8.377500000000001,2.255,18.3,18.3
csmg3,7.9350000000000005,6.6674999999999995,7.0525,0.438727,1.865,1.115,7.5649999999999995,4.66,0.4575,1.135,2.9325,40.18750000000001,20.2475,32.332499999999996,13.17,0.5275000000000001,-0.6425,6.1125,5.699999999999999,3.5425,8.7775,1.1575,0.945,0.5025000000000001,0.5525,107.6125,6.025,10.855,9.6975,26.76,11.22,11.22
csna3,20.28,16.4625,8.0475,2.5025,3.7625,2.77,7.964999999999999,5.8025,0.525,1.37,3.655,36.1475,23.2575,29.0175,12.184999999999999,0.4225,-0.665,6.8375,4.2,3.035,9.1775,0.815,2.1799999999999997,0.7625,0.2125,66.6625,7.722499999999999,31.045,14.2975,11.2925,7.3,7.3
csrn3,16.9075,11.315000000000001,9.925,1.5074999999999998,2.94,2.4400000000000004,8.2525,6.8425,0.6575,0.97,2.4025,25.0125,19.5325,23.369999999999997,12.67,0.65,-0.8575,10.1325,5.345000000000001,4.432499999999999,8.135,0.9975,2.375,0.8424999999999999,0.2775,69.295,8.8575,30.2175,15.7375,7.8825,18.88,18.88
csrn5,16.9075,11.315000000000001,9.565,1.5074999999999998,2.94,2.4400000000000004,8.2525,6.8425,0.6575,0.97,2.4025,25.0125,19.5325,23.369999999999997,12.67,0.625,-0.8225,9.0375,5.1875,4.29,7.869999999999999,0.9624999999999999,2.2800000000000002,0.8424999999999999,0.2775,69.295,8.8575,30.2175,15.7375,7.8825,18.88,18.88
csrn6,16.9075,11.315000000000001,9.0075,1.5074999999999998,2.94,2.4400000000000004,8.2525,6.8425,0.6575,0.97,2.4025,25.0125,19.5325,23.369999999999997,12.67,0.64,-0.8400000000000001,9.395,5.215,4.325,7.95,0.98,2.325,0.8424999999999999,0.2775,69.295,8.8575,30.2175,15.7375,7.8825,18.88,18.88
csud3,15.1475,1.5274999999999999,3.545,0.36,0.7300000000000001,0.345,8.535,4.4525,0.8825000000000001,1.2125,1.065,30.884999999999998,15.6125,27.982499999999998,8.9275,1.0,-1.4100000000000001,21.305,7.8075,4.109999999999999,14.284999999999998,1.135,1.77,0.4075000000000001,0.5725,40.932500000000005,9.2075,13.684999999999999,13.399999999999999,7.62,17.89,17.89
ctka3,0.0,8.65,0.0,-3.1275000000000004,14.785,11.530000000000001,17.5875,13.7425,0.8825000000000001,1.7475,4.205,39.2225,11.8975,14.3325,6.1225000000000005,0.255,-0.7425,0.9425,3.4799999999999995,2.745,-1.5875,0.2975,-0.8449999999999999,1.3924999999999998,-0.3925,0.0,4.5425,-25.787499999999998,12.5775,-30.34,16.42,16.42
ctka4,0.0,8.65,0.0,-3.1275000000000004,14.785,11.530000000000001,17.5875,13.7425,0.8825000000000001,1.7475,4.205,39.2225,11.8975,14.3325,6.1225000000000005,0.18749999999999997,-0.5225,0.6825,2.215,1.7550000000000001,-1.455,0.22,-0.5475,1.3924999999999998,-0.3925,0.0,4.5425,-25.787499999999998,12.5775,-30.34,16.42,16.42
ctnm3,0.0,-6.022499999999999,0.0,2.1925,18.92,5.419999999999998,23.245,6.825,0.46,0.9750000000000001,-5.904999999999999,25.89,-0.8675000000000002,4.0525,-10.5125,0.06999999999999999,-0.11,0.5050000000000001,5.1625000000000005,1.7374999999999998,-2.94,0.1475,0.375,0.675,0.18000000000000002,0.0,-7.24,-34.075,-1.8099999999999998,24.697499999999998,-27.22,0.0
ctnm4,0.0,-6.022499999999999,0.0,2.1925,18.92,5.419999999999998,23.245,6.825,0.46,0.9750000000000001,-5.904999999999999,25.89,-0.8675000000000002,4.0525,-10.5125,0.04,-0.06249999999999999,0.4849999999999999,3.6274999999999995,1.1349999999999998,-1.9775,0.0875,0.2025,0.675,0.18000000000000002,0.0,-7.24,-34.075,-1.8099999999999998,24.697499999999998,-27.22,0.0
ctsa3,10.1175,4.699999999999999,0.4575,0.71,8.26,5.085,19.7025,12.5775,0.7625000000000001,1.0575,0.1325,15.247499999999999,6.1625,8.6575,1.8824999999999998,0.515,-0.905,8.6425,12.127500000000003,7.865,3.022499999999998,0.665,1.0975000000000001,0.5325,0.46749999999999997,-11.430000000000001,1.5550000000000002,3.3050000000000006,4.569999999999999,4.7675,-3.8,0.0
ctsa4,10.1175,4.699999999999999,0.53,0.71,8.26,5.085,19.7025,12.5775,0.7625000000000001,1.0575,0.1325,15.247499999999999,6.1625,8.6575,1.8824999999999998,0.4925,-0.8675,7.5725,11.0625,7.2875,6.535000000000001,0.6349999999999999,1.04,0.5325,0.46749999999999997,-11.430000000000001,1.5550000000000002,3.3050000000000006,4.569999999999999,4.7675,-3.8,0.0
ctsa8,10.1175,4.699999999999999,0.0,0.71,8.26,5.085,19.7025,12.5775,0.7625000000000001,1.0575,0.0975,15.247499999999999,6.1625,8.6575,1.8824999999999998,0.00294375,-0.005,0.33,0.0925,0.0525,-0.225,0.00367175,0.005,0.5325,0.46749999999999997,-11.430000000000001,1.5550000000000002,3.3050000000000006,4.569999999999999,3.3775,-3.8,0.0
cury3,0.0,0.0,3.11,0.31262599999999996,0.38499999999999995,0.10499999999999998,3303.3025,10.6,0.545,1.4649999999999999,0.5401455,3.625,10.1725,3.4975,7.965,0.9825000000000002,-4.555000000000001,2.59,3302.915,10.4975,4468.415,1.355,3.3675,0.505,0.21500000000000002,25.1625,6.15,22.675,15.8125,1.6675,34.5,34.5
cvcb3,-5.055,2.1949999999999994,0.2525,8.44,-0.03500000000000014,-0.32249999999999995,-4.844999999999999,5.075,0.21500000000000002,0.875,-0.98,93.7175,-65.4775,-44.315000000000005,-70.5275,1.8675,-4.9575000000000005,53.08,-4.814999999999998,5.395,120.39999999999999,10.2125,60.14,0.9275,0.07250000000000001,3.0275000000000007,-11.0675,-583.495,-36.595,0.765,-9.65,-9.65
cxse3,0.0,0.0,2.675,0.0,-0.1575,0.0,4.5975,0.0,0.0,4.485,0.6825,0.0,0.0,0.0,0.0,1.1225,-1.27,14.525,4.7525,0.0,5.4275,0.0,1.17,0.04226075,0.9575,26.1475,26.6,23.86,25.8675,2.9725,27.56,27.56
cyre3,12.447499999999998,3.385,5.915,0.4438145,0.35000000000000003,0.55,9.63,10.9975,0.35,2.7275,2.4375,32.61,27.9325,23.4575,22.665,0.7499999999999999,-1.6325,2.215,9.2775,10.447500000000002,12.147499999999999,2.0975,1.5950000000000002,0.505,0.45999999999999996,73.205,8.47,16.705,12.067499999999999,14.7525,7.54,7.54
dasa3,2.38,22.34,0.8574999999999999,1.25,20.415,3.57,203.89249999999998,38.377500000000005,0.49,1.275,-0.21,29.805,5.0225,14.694999999999999,-1.1,2.62,-3.6725000000000003,-49.00500000000001,183.48,34.807500000000005,-38.129999999999995,5.2325,8.385,0.6950000000000001,0.305,-24.0175,-0.5025000000000001,-2.23,2.7925,7.1175,5.09,5.09
desk3,0.0,0.0,0.045,0.255,-0.6799999999999999,-0.265,7.5875,4.485,0.11000000000000001,0.68,0.16,29.009999999999998,12.6425,19.7375,3.535,0.3225,-0.415,-1.8224999999999998,8.2675,4.75,24.0425,1.7475,0.81,0.3025,0.195,0.845,0.9,2.0175,4.48,3.9375,13.05,13.05
dexp3,10.295,25.822499999999998,2.1399999999999997,0.74,1.6,3.2474999999999996,5.187500000000001,8.669999999999998,1.2825000000000002,1.7475,2.8525,19.792499999999997,12.8925,13.1725,8.2675,0.5974999999999999,-1.32,1.73,3.785,5.745,6.3175,0.4675,1.845,0.6624999999999999,0.33,12.67,12.8025,32.04,26.810000000000002,11.632499999999999,20.73,20.73
dexp4,10.295,25.822499999999998,1.63,0.74,1.6,3.2474999999999996,5.187500000000001,8.669999999999998,1.2825000000000002,1.7475,2.8525,19.792499999999997,12.8925,13.1725,8.2675,0.1125,-0.2775,0.2975,0.5225,0.48,0.975,0.07,0.255,0.6624999999999999,0.33,12.67,12.8025,32.04,26.810000000000002,11.632499999999999,20.73,20.73
dirr3,-3.26,5.915,6.242500000000001,0.8925000000000001,3.4724999999999997,2.95,12.795,10.9125,0.31,3.5324999999999998,0.8374999999999999,35.0375,16.2125,18.854999999999997,8.265,0.45499999999999996,-0.8925000000000001,-0.6275000000000001,9.3225,7.9575,18.2,1.445,1.8875,0.86,0.2375,97.5925,3.3625000000000003,11.14,9.9175,7.4725,11.3,11.3
dmmo3,0.0,-6.415,0.0,-0.41,-1.9122032500000001,-28.778375999999998,-7.0,-96.66000000000001,0.5700000000000001,0.49,-0.1825,14.815000000000001,-0.2624999999999993,-4.912500000000001,-24.222499999999997,1.2449999999999999,-2.12,3.1850000000000005,-5.0875,-67.88000000000001,-2.4574999999999996,1.8424999999999998,-1.1949999999999998,2.08,-1.33,0.0,-24.567500000000003,-20.04,-7.319999999999999,-0.8275,-4.91,0.0
dmvf3,0.0,0.0,0.0,0.18,-2108.0150000000003,-0.82,-2107.4925,7.6175,0.87,1.14,0.05059275,24.4375,0.735,4.8175,0.18,0.18000000000000002,-0.2675,3.16,0.5225000000000002,8.435,1295.805,0.24250000000000002,0.315,0.46249999999999997,0.5375,0.0,0.227062,0.31,0.05499999999999994,14.77,5.17,5.17
dohl3,5.0525,6.6075,1.06,0.0875,2.0149999999999997,0.235,61.09,19.835,0.6625,5.8575,0.6499999999999999,26.1625,6.942500000000001,9.667499999999999,8.625,1.2225,-2.5300000000000002,2.925,68.2575,22.975,68.0775,1.855,1.6075000000000002,0.24,0.76,194.475,5.675000000000001,7.4125,3.4650000000000003,8.8025,-0.83,-0.83
dohl4,5.0525,6.6075,3.7600000000000002,0.0875,2.0149999999999997,0.235,61.09,19.835,0.6625,5.8575,0.6499999999999999,26.1625,6.942500000000001,9.667499999999999,8.625,0.47250000000000003,-0.9625,1.1475,35.449999999999996,10.92,29.552500000000002,0.7150000000000001,0.6174999999999999,0.24,0.76,194.475,5.675000000000001,7.4125,3.4650000000000003,8.8025,-0.83,-0.83
dotz3,0.0,0.0,0.0,-0.26,1.125,1.0125,-15.002500000000001,-16.3025,0.16249999999999998,0.4275,-0.0325,44.6725,-33.685,-4.42,-33.760000000000005,3.255,-16.4875,114.785,-16.125,-17.315,-15.2325,10.2275,-13.8925,0.5349999999999999,-0.155,0.0,-11.094999999999999,-40.485,81.96000000000001,-0.0475,45.55,45.55
dtcy3,0.0,-3.9225000000000003,0.0,-5.515000000000001,-0.375,0.26999999999999996,-10.535000000000004,95.78,0.6325000000000001,0.585,-0.315,19.712500000000002,-29.7975,-3.2625000000000006,-31.830000000000002,3.8274999999999997,-5.71,-23.112499999999997,-4.334999999999999,64.45500000000001,26.897499999999994,5.9375,-249.73250000000002,0.9075,0.095,0.0,-17.705000000000002,-567.4549999999999,-101.86999999999999,0.2225,175.23,175.23
